unique_id,1,2,3
Misc_K02411_Flagellar Assembly,0.833333333,1.28125,1.230769231
Misc_K02412_Flagellar Assembly,0.583333333,0.84375,1.076923077
Misc_K02414_Flagellar Assembly,0.916666667,1.40625,0.538461538
Misc_K02416_Flagellar Assembly,1.25,2.21875,2.923076923
Misc_K02417_Flagellar Assembly,1.375,2.65625,4.384615385
Misc_K02418_Flagellar Assembly,1.041666667,1.75,1.692307692
Misc_K02419_Flagellar Assembly,1.25,2.09375,1.615384615
Misc_K02420_Flagellar Assembly,1.291666667,1.96875,1.615384615
Misc_K02421_Flagellar Assembly,1.208333333,1.875,1.307692308
Misc_K02556_Flagellar Assembly,1.333333333,2.78125,2.307692308
Misc_K02557_Flagellar Assembly,3.083333333,6.0625,1.769230769
Misc_K13820_Flagellar Assembly,0,0,0
Misc_K21217_Flagellar Assembly,0,0.03125,0
Misc_K21218_Flagellar Assembly,0,0.09375,0
Misc_K02386_Flagellar Assembly,1.25,1.90625,1.384615385
Misc_K02399_Flagellar Assembly,0.666666667,1.21875,0.923076923
Misc_K02413_Flagellar Assembly,0.458333333,0.8125,1.153846154
Misc_K02422_Flagellar Assembly,1.125,2.28125,1.461538462
Misc_K02423_Flagellar Assembly,0.166666667,0.1875,0.307692308
"Misc_K00873_Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",6.375,10.59375,13.07692308
"Misc_K00939_Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",5.583333333,7.46875,11.23076923
"Misc_K00940_Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",7.166666667,8.65625,15.38461538
"Misc_K00944_Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",0,0,0
"Misc_K01756_Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",8,10,16
"Misc_K01939_Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",8.125,11.125,16.46153846
"Misc_K12406_Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",0,0,0
"Misc_K18532_Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",2,1.03125,2.461538462
"Misc_K18533_Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",0,0,0
"Misc_K00088_Guanine ribonucleotide biosynthesis IMP => GDP,GTP",6.916666667,8.59375,14.07692308
"Misc_K00873_Guanine ribonucleotide biosynthesis IMP => GDP,GTP",6.375,10.59375,13.07692308
"Misc_K00940_Guanine ribonucleotide biosynthesis IMP => GDP,GTP",7.166666667,8.65625,15.38461538
"Misc_K00942_Guanine ribonucleotide biosynthesis IMP => GDP,GTP",5.375,9,9.615384615
"Misc_K01951_Guanine ribonucleotide biosynthesis IMP => GDP,GTP",10.29166667,11.96875,22.46153846
"Misc_K12406_Guanine ribonucleotide biosynthesis IMP => GDP,GTP",0,0,0
"Misc_K00601_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",0,0.03125,0
"Misc_K00602_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",8,11.40625,16.92307692
"Misc_K00764_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",8.583333333,11.15625,17.92307692
"Misc_K01492_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",0,0,0
"Misc_K01587_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",0,0,0
"Misc_K01588_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",8.25,10.78125,16.53846154
"Misc_K01589_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",4.208333333,6.40625,3
"Misc_K01756_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",8,10,16
"Misc_K01923_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",7.166666667,8.875,15.38461538
"Misc_K01933_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",8.25,9.6875,16.61538462
"Misc_K01945_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",8.375,11.375,17.61538462
"Misc_K01952_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",3.125,6.15625,5.230769231
"Misc_K06863_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",1.458333333,1.28125,0.923076923
"Misc_K08289_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",0.875,2.96875,0.923076923
"Misc_K11175_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",6.583333333,8.03125,12.76923077
"Misc_K11176_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",0,0.15625,1.076923077
"Misc_K11787_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",0,0,0
"Misc_K11788_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",0,0,0
"Misc_K11808_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",0,0,0
"Misc_K13713_Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",0,0,0
"Misc_K00012_Nucleotide sugar biosynthesis, eukaryotes",3.041666667,4.09375,6.538461538
"Misc_K00963_Nucleotide sugar biosynthesis, eukaryotes",1.791666667,2.6875,3.769230769
"Misc_K00966_Nucleotide sugar biosynthesis, eukaryotes",0.291666667,0,1.384615385
"Misc_K00971_Nucleotide sugar biosynthesis, eukaryotes",1.541666667,2.125,4.384615385
"Misc_K00972_Nucleotide sugar biosynthesis, eukaryotes",0.208333333,0.53125,0.153846154
"Misc_K01784_Nucleotide sugar biosynthesis, eukaryotes",3.25,4.53125,9
"Misc_K08678_Nucleotide sugar biosynthesis, eukaryotes",0.5,1.59375,3.384615385
"Misc_K00849_Nucleotide sugar biosynthesis, galactose => UDP-galactose",1.708333333,2.125,2.076923077
"Misc_K00965_Nucleotide sugar biosynthesis, galactose => UDP-galactose",2,1.4375,1.461538462
"Misc_K00844_Nucleotide sugar biosynthesis, glucose => UDP-glucose",0,0,0
"Misc_K00845_Nucleotide sugar biosynthesis, glucose => UDP-glucose",2.5,3.59375,0.846153846
"Misc_K00886_Nucleotide sugar biosynthesis, glucose => UDP-glucose",0.416666667,0.5,0
"Misc_K00963_Nucleotide sugar biosynthesis, glucose => UDP-glucose",1.791666667,2.6875,3.769230769
"Misc_K01835_Nucleotide sugar biosynthesis, glucose => UDP-glucose",1.208333333,2,1.615384615
"Misc_K12407_Nucleotide sugar biosynthesis, glucose => UDP-glucose",0,0,0
"Misc_K00524_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",0.083333333,0.75,0
"Misc_K00525_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",9.875,12.21875,22.76923077
"Misc_K00526_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",3.916666667,5.65625,7
"Misc_K00527_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",0,0,0
"Misc_K00560_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",5.416666667,7.875,10.23076923
"Misc_K00940_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",7.166666667,8.65625,15.38461538
"Misc_K00943_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",6.666666667,8.4375,16.84615385
"Misc_K01494_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",4.875,6.59375,11.76923077
"Misc_K01520_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",5.666666667,6.59375,10.38461538
"Misc_K10807_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",0.125,0.09375,0
"Misc_K10808_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",0,0,0
"Misc_K13998_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",0,0,0
"Misc_K18533_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",0,0,0
"Misc_K21636_Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",0.333333333,0.09375,0.307692308
"Misc_K00940_Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",7.166666667,8.65625,15.38461538
"Misc_K00945_Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",5.416666667,8.375,13.30769231
"Misc_K01937_Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",8.541666667,12.09375,17.76923077
"Misc_K13799_Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",0.083333333,0.9375,0
"Misc_K13800_Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",0,0,0
"Misc_K13809_Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",0,0,0
"Misc_K18533_Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",0,0,0
"Misc_K00226_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",0.041666667,0.03125,0.076923077
"Misc_K00254_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",5.041666667,8.9375,7.307692308
"Misc_K00608_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",0,0,0
"Misc_K00609_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",7.625,10.75,16.15384615
"Misc_K00610_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",1.916666667,1.28125,2.076923077
"Misc_K00762_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",8.625,11.1875,16.38461538
"Misc_K01465_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",4.916666667,6.15625,15.23076923
"Misc_K01591_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",5.708333333,8.03125,12.76923077
"Misc_K01954_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",0,0,0
"Misc_K01955_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",3.875,6.71875,10.38461538
"Misc_K01956_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",5.625,8.75,11.38461538
"Misc_K11540_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",0,0,0
"Misc_K11541_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",0,0,0
"Misc_K13421_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",0,0,0
"Misc_K17828_Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",2.208333333,0.8125,6.846153846
"Misc_K01866_Aminoacyl-tRNA biosynthesis, eukaryotes",7.666666667,10.125,16.38461538
"Misc_K01867_Aminoacyl-tRNA biosynthesis, eukaryotes",7.625,10.34375,17
"Misc_K01868_Aminoacyl-tRNA biosynthesis, eukaryotes",8.208333333,10.96875,17
"Misc_K01869_Aminoacyl-tRNA biosynthesis, eukaryotes",8.375,10.875,16.69230769
"Misc_K01870_Aminoacyl-tRNA biosynthesis, eukaryotes",8.666666667,11.25,17.15384615
"Misc_K01872_Aminoacyl-tRNA biosynthesis, eukaryotes",8.5,11.625,19.23076923
"Misc_K01873_Aminoacyl-tRNA biosynthesis, eukaryotes",6.708333333,9.15625,14.30769231
"Misc_K01874_Aminoacyl-tRNA biosynthesis, eukaryotes",7.916666667,10.53125,15
"Misc_K01875_Aminoacyl-tRNA biosynthesis, eukaryotes",8.25,11.59375,18.30769231
"Misc_K01876_Aminoacyl-tRNA biosynthesis, eukaryotes",6.208333333,10.15625,15.46153846
"Misc_K01880_Aminoacyl-tRNA biosynthesis, eukaryotes",5.333333333,6.09375,10.92307692
"Misc_K01881_Aminoacyl-tRNA biosynthesis, eukaryotes",8,11.25,17
"Misc_K01883_Aminoacyl-tRNA biosynthesis, eukaryotes",8.375,9.6875,17.23076923
"Misc_K01885_Aminoacyl-tRNA biosynthesis, eukaryotes",6.541666667,9.40625,11.30769231
"Misc_K01886_Aminoacyl-tRNA biosynthesis, eukaryotes",3.25,4.53125,9.230769231
"Misc_K01887_Aminoacyl-tRNA biosynthesis, eukaryotes",8.416666667,11.25,17.23076923
"Misc_K01889_Aminoacyl-tRNA biosynthesis, eukaryotes",7.166666667,10.21875,15.69230769
"Misc_K01890_Aminoacyl-tRNA biosynthesis, eukaryotes",8.083333333,11.03125,18
"Misc_K01892_Aminoacyl-tRNA biosynthesis, eukaryotes",7.666666667,9.78125,15.84615385
"Misc_K01893_Aminoacyl-tRNA biosynthesis, eukaryotes",3.208333333,4.28125,6.615384615
"Misc_K04567_Aminoacyl-tRNA biosynthesis, eukaryotes",4.791666667,7.6875,14.46153846
"Misc_K14163_Aminoacyl-tRNA biosynthesis, eukaryotes",0,0,0
"Misc_K22503_Aminoacyl-tRNA biosynthesis, eukaryotes",0,0,0
"Misc_K02322_DNA polymerase II complex, archaea",0.625,0.4375,0.076923077
"Misc_K02323_DNA polymerase II complex, archaea",1.791666667,1.125,2.153846154
"Misc_K02337_DNA polymerase III complex, bacteria",5.708333333,8.96875,12.84615385
"Misc_K02338_DNA polymerase III complex, bacteria",6.083333333,9.71875,11.07692308
"Misc_K02339_DNA polymerase III complex, bacteria",2.875,3.4375,4.153846154
"Misc_K02340_DNA polymerase III complex, bacteria",5.625,7.6875,14.38461538
"Misc_K02341_DNA polymerase III complex, bacteria",1.375,2,4.307692308
"Misc_K02342_DNA polymerase III complex, bacteria",8.5,10.53125,13.53846154
"Misc_K02343_DNA polymerase III complex, bacteria",6.083333333,8.84375,14
"Misc_K02344_DNA polymerase III complex, bacteria",0,0,0
"Misc_K02345_DNA polymerase III complex, bacteria",0,0,0
"Misc_K03763_DNA polymerase III complex, bacteria",0,0,0
"Misc_K14159_DNA polymerase III complex, bacteria",0,0,0
Misc_K02320_DNA polymerase alpha / primase complex,0,0,0
Misc_K02321_DNA polymerase alpha / primase complex,0,0,0
Misc_K02684_DNA polymerase alpha / primase complex,0,0,0
Misc_K02685_DNA polymerase alpha / primase complex,0,0,0
Misc_K02327_DNA polymerase delta complex,0,0,0
Misc_K02328_DNA polymerase delta complex,0,0,0
Misc_K03504_DNA polymerase delta complex,0,0,0
Misc_K03505_DNA polymerase delta complex,0,0,0
Misc_K02324_DNA polymerase epsilon complex,0,0,0
Misc_K02325_DNA polymerase epsilon complex,0,0,0
Misc_K02326_DNA polymerase epsilon complex,0,0,0
Misc_K03506_DNA polymerase epsilon complex,0,0,0
"Misc_K02999_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03000_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03001_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03002_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03003_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03004_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03005_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03007_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03009_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03013_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03014_RNA polymerase I, eukaryotes",0.458333333,0.15625,0
"Misc_K03016_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03020_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03027_RNA polymerase I, eukaryotes",0,0,0
"Misc_K03006_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03007_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03008_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03009_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03010_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03011_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03012_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03013_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03014_RNA polymerase II, eukaryotes",0.458333333,0.15625,0
"Misc_K03015_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03016_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03017_RNA polymerase II, eukaryotes",0,0,0
"Misc_K03007_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03009_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03013_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03014_RNA polymerase III, eukaryotes",0.458333333,0.15625,0
"Misc_K03016_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03018_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03019_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03020_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03021_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03022_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03023_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03024_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03025_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03026_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03027_RNA polymerase III, eukaryotes",0,0,0
"Misc_K14721_RNA polymerase III, eukaryotes",0,0,0
"Misc_K03041_RNA polymerase, archaea",0.416666667,0.09375,0.230769231
"Misc_K03042_RNA polymerase, archaea",0.125,0.03125,0
"Misc_K03044_RNA polymerase, archaea",0,0,0
"Misc_K03045_RNA polymerase, archaea",0,0,0
"Misc_K03047_RNA polymerase, archaea",0,0,0.076923077
"Misc_K03049_RNA polymerase, archaea",1.416666667,0.78125,2
"Misc_K03050_RNA polymerase, archaea",1.666666667,1.3125,1.769230769
"Misc_K03051_RNA polymerase, archaea",0.625,0.125,0.153846154
"Misc_K03052_RNA polymerase, archaea",0,0,0
"Misc_K03053_RNA polymerase, archaea",0.333333333,0.0625,0
"Misc_K03054_RNA polymerase, archaea",0,0,0
"Misc_K03055_RNA polymerase, archaea",0,0,0
"Misc_K03056_RNA polymerase, archaea",0,0,0
"Misc_K03058_RNA polymerase, archaea",1.041666667,0.65625,1.923076923
"Misc_K03059_RNA polymerase, archaea",0.416666667,0.1875,0.153846154
"Misc_K13798_RNA polymerase, archaea",1.125,0.9375,1.769230769
"Misc_K03040_RNA polymerase, bacteria",6.208333333,9.5,15.15384615
"Misc_K03043_RNA polymerase, bacteria",5.375,8.4375,14.53846154
"Misc_K03046_RNA polymerase, bacteria",5.75,8.90625,13.84615385
"Misc_K03048_RNA polymerase, bacteria",0,0,0
"Misc_K03060_RNA polymerase, bacteria",4.833333333,6.28125,10.38461538
"Misc_K13797_RNA polymerase, bacteria",0,0,0
"Misc_K02863_Ribosome, archaea",6.541666667,9.0625,15.07692308
"Misc_K02864_Ribosome, archaea",4.916666667,7.71875,12.15384615
"Misc_K02866_Ribosome, archaea",1.833333333,1.40625,2.230769231
"Misc_K02867_Ribosome, archaea",5.416666667,8.03125,12.69230769
"Misc_K02869_Ribosome, archaea",1.875,1.03125,2.384615385
"Misc_K02871_Ribosome, archaea",5.75,8.78125,14.30769231
"Misc_K02873_Ribosome, archaea",0,0,0
"Misc_K02874_Ribosome, archaea",5.958333333,8.59375,14.23076923
"Misc_K02875_Ribosome, archaea",0,0,0
"Misc_K02876_Ribosome, archaea",6.875,9.9375,15.61538462
"Misc_K02877_Ribosome, archaea",1.25,1.3125,2.153846154
"Misc_K02881_Ribosome, archaea",6.583333333,9.34375,14.69230769
"Misc_K02883_Ribosome, archaea",1.75,0.9375,2.384615385
"Misc_K02885_Ribosome, archaea",1.833333333,1.15625,2.307692308
"Misc_K02886_Ribosome, archaea",5.25,8.21875,13
"Misc_K02889_Ribosome, archaea",2.083333333,1.03125,2.230769231
"Misc_K02890_Ribosome, archaea",5.083333333,8.21875,12.46153846
"Misc_K02892_Ribosome, archaea",5,7.96875,13.30769231
"Misc_K02895_Ribosome, archaea",5.125,8.53125,13.61538462
"Misc_K02896_Ribosome, archaea",1.166666667,0.65625,2
"Misc_K02904_Ribosome, archaea",4.041666667,5.6875,10.23076923
"Misc_K02906_Ribosome, archaea",6.625,9.125,15.38461538
"Misc_K02907_Ribosome, archaea",5.208333333,6.15625,10.15384615
"Misc_K02908_Ribosome, archaea",1.25,0.75,1.923076923
"Misc_K02910_Ribosome, archaea",1.375,1.1875,0.846153846
"Misc_K02912_Ribosome, archaea",1.833333333,1.1875,2.384615385
"Misc_K02915_Ribosome, archaea",0,0,0
"Misc_K02917_Ribosome, archaea",0,0,0
"Misc_K02921_Ribosome, archaea",1.666666667,0.96875,1.384615385
"Misc_K02922_Ribosome, archaea",0.083333333,0,0.076923077
"Misc_K02924_Ribosome, archaea",0.25,0.28125,0.153846154
"Misc_K02927_Ribosome, archaea",0,0,0
"Misc_K02928_Ribosome, archaea",0,0.03125,0
"Misc_K02929_Ribosome, archaea",2.041666667,1.21875,2.615384615
"Misc_K02930_Ribosome, archaea",1.916666667,1.25,2.153846154
"Misc_K02931_Ribosome, archaea",6.291666667,8.75,14.92307692
"Misc_K02933_Ribosome, archaea",6.166666667,9.6875,14.61538462
"Misc_K02936_Ribosome, archaea",0.708333333,0.0625,0.307692308
"Misc_K02944_Ribosome, archaea",0.958333333,1,1.307692308
"Misc_K02946_Ribosome, archaea",5.125,7.90625,12.92307692
