Watermass,Completeness,Phylum,Gene,Category,Counts
SAW,69.66,Cyanobacteria,Cyc2,Alternative e donor,0
SAW,89.76,Cyanobacteria,Cyc2,Alternative e donor,0
Front,85.01,Cyanobacteria,Cyc2,Alternative e donor,0
SAW,90.9,Cyanobacteria,Cyc2,Alternative e donor,0
SAW,92.3,Cyanobacteria,Cyc2,Alternative e donor,0
SAW,91.85,Cyanobacteria,Cyc2,Alternative e donor,0
Deep,83.39,Gemmatimonadota,Cyc2,Alternative e donor,0
NW,80.17,Proteobacteria,Cyc2,Alternative e donor,0
NW,69.3,Proteobacteria,Cyc2,Alternative e donor,0
NW,68.56,Proteobacteria,Cyc2,Alternative e donor,0
NW,93.65,Proteobacteria,Cyc2,Alternative e donor,0
SAW,71.82,Proteobacteria,Cyc2,Alternative e donor,0
SAW,68.18,Proteobacteria,Cyc2,Alternative e donor,0
NW,83.45,Proteobacteria,Cyc2,Alternative e donor,0
NW,93.46,Proteobacteria,Cyc2,Alternative e donor,0
NW,90.85,Proteobacteria,Cyc2,Alternative e donor,0
Front,71.35,Proteobacteria,Cyc2,Alternative e donor,0
STW,51.63,Proteobacteria,Cyc2,Alternative e donor,0
NW,69.42,Proteobacteria,Cyc2,Alternative e donor,0
Front,73.01,Proteobacteria,Cyc2,Alternative e donor,0
SAW,63.05,Proteobacteria,Cyc2,Alternative e donor,0
NW,72.82,Proteobacteria,Cyc2,Alternative e donor,0
STW,67.67,Proteobacteria,Cyc2,Alternative e donor,0
STW,51.49,Proteobacteria,Cyc2,Alternative e donor,0
Deep,97.87,Proteobacteria,Cyc2,Alternative e donor,0
Deep,78.88,Proteobacteria,Cyc2,Alternative e donor,0
SAW,81.57,Proteobacteria,Cyc2,Alternative e donor,0
SAW,70.73,Proteobacteria,Cyc2,Alternative e donor,0
Deep,56.58,Proteobacteria,Cyc2,Alternative e donor,0
Front,76.6,SAR324,Cyc2,Alternative e donor,0
SAW,73.38,SAR324,Cyc2,Alternative e donor,0
SAW,90.58,SAR324,Cyc2,Alternative e donor,0
SAW,66.55,SAR324,Cyc2,Alternative e donor,0
Deep,77.34,SAR324,Cyc2,Alternative e donor,0
Deep,82.64,Verrucomicrobiota,Cyc2,Alternative e donor,0
Deep,77.8,Verrucomicrobiota,Cyc2,Alternative e donor,0
Front,71.9,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,76.76,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,71.73,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,83.77,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,82.07,Verrucomicrobiota,Cyc2,Alternative e donor,0
Deep,68.4,Thermoplasmatota,Cyc2,Alternative e donor,0
SAW,67.87,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,82.4,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,71.78,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,75.75,Acidobacteriota,Cyc2,Alternative e donor,0
Deep,91.95,Actinobacteriota,Cyc2,Alternative e donor,0
Deep,92.01,Actinobacteriota,Cyc2,Alternative e donor,0
Deep,90.6,Actinobacteriota,Cyc2,Alternative e donor,0
Deep,98.72,Actinobacteriota,Cyc2,Alternative e donor,0
Deep,81.8,Actinobacteriota,Cyc2,Alternative e donor,0
Deep,82.33,Bacteroidota,Cyc2,Alternative e donor,0
STW,78.99,Bacteroidota,Cyc2,Alternative e donor,0
STW,92.15,Bacteroidota,Cyc2,Alternative e donor,0
STW,89.77,Bacteroidota,Cyc2,Alternative e donor,0
SAW,71.55,Bacteroidota,Cyc2,Alternative e donor,0
Deep,89.57,Chloroflexota,Cyc2,Alternative e donor,0
Deep,89.77,Chloroflexota,Cyc2,Alternative e donor,0
Deep,80.94,Chloroflexota,Cyc2,Alternative e donor,0
SAW,69.29,Cyanobacteria,Cyc2,Alternative e donor,0
STW,63.41,Cyanobacteria,Cyc2,Alternative e donor,0
Deep,94.44,Gemmatimonadota,Cyc2,Alternative e donor,0
Deep,59.64,Myxococcota,Cyc2,Alternative e donor,0
Deep,62.75,Myxococcota,Cyc2,Alternative e donor,0
Deep,84.46,Nitrospinota,Cyc2,Alternative e donor,0
Deep,60.72,Planctomycetota,Cyc2,Alternative e donor,0
Deep,74.5,Planctomycetota,Cyc2,Alternative e donor,0
STW,89.6,Proteobacteria,Cyc2,Alternative e donor,0
STW,95.75,Proteobacteria,Cyc2,Alternative e donor,0
STW,98.35,Proteobacteria,Cyc2,Alternative e donor,0
STW,92.15,Proteobacteria,Cyc2,Alternative e donor,0
Deep,51.72,Proteobacteria,Cyc2,Alternative e donor,0
Deep,59.14,Proteobacteria,Cyc2,Alternative e donor,0
Deep,60.69,Proteobacteria,Cyc2,Alternative e donor,0
STW,84.64,Proteobacteria,Cyc2,Alternative e donor,0
STW,75.15,Proteobacteria,Cyc2,Alternative e donor,0
Deep,96.55,Proteobacteria,Cyc2,Alternative e donor,0
Deep,91.54,Proteobacteria,Cyc2,Alternative e donor,0
SAW,93.7,Proteobacteria,Cyc2,Alternative e donor,0
STW,53.45,Proteobacteria,Cyc2,Alternative e donor,0
Deep,69.08,Proteobacteria,Cyc2,Alternative e donor,0
SAW,71.97,Proteobacteria,Cyc2,Alternative e donor,0
Deep,95.5,Proteobacteria,Cyc2,Alternative e donor,0
Deep,97.1,Proteobacteria,Cyc2,Alternative e donor,0
Deep,91.31,Proteobacteria,Cyc2,Alternative e donor,0
Deep,85.97,Proteobacteria,Cyc2,Alternative e donor,0
STW,58.03,Proteobacteria,Cyc2,Alternative e donor,0
Deep,52.45,SAR324,Cyc2,Alternative e donor,0
Deep,83.1,Verrucomicrobiota,Cyc2,Alternative e donor,0
Deep,81.82,Verrucomicrobiota,Cyc2,Alternative e donor,0
Deep,96.68,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,61.46,Thermoplasmatota,Cyc2,Alternative e donor,0
Front,74.03,Thermoplasmatota,Cyc2,Alternative e donor,0
STW,82.4,Thermoplasmatota,Cyc2,Alternative e donor,0
STW,80.34,Thermoplasmatota,Cyc2,Alternative e donor,0
STW,81.21,Thermoplasmatota,Cyc2,Alternative e donor,0
Front,84,Thermoplasmatota,Cyc2,Alternative e donor,0
SAW,77.56,Thermoplasmatota,Cyc2,Alternative e donor,0
SAW,84,Thermoplasmatota,Cyc2,Alternative e donor,0
SAW,81.33,Thermoplasmatota,Cyc2,Alternative e donor,0
SAW,53.9,Thermoplasmatota,Cyc2,Alternative e donor,0
SAW,78.85,Thermoplasmatota,Cyc2,Alternative e donor,0
SAW,76.87,Thermoplasmatota,Cyc2,Alternative e donor,0
SAW,61.6,Thermoplasmatota,Cyc2,Alternative e donor,0
SAW,85.67,Thermoplasmatota,Cyc2,Alternative e donor,0
STW,54.5,Thermoplasmatota,Cyc2,Alternative e donor,0
STW,58.01,Thermoplasmatota,Cyc2,Alternative e donor,0
STW,65.43,Bacteroidota,Cyc2,Alternative e donor,0
STW,78.26,Bacteroidota,Cyc2,Alternative e donor,0
STW,64.06,Bacteroidota,Cyc2,Alternative e donor,0
SAW,72.94,Bacteroidota,Cyc2,Alternative e donor,0
Front,52.74,Bacteroidota,Cyc2,Alternative e donor,0
SAW,57.89,Bacteroidota,Cyc2,Alternative e donor,0
Front,87.08,Bacteroidota,Cyc2,Alternative e donor,0
STW,91.79,Bacteroidota,Cyc2,Alternative e donor,0
STW,56.73,Bacteroidota,Cyc2,Alternative e donor,0
STW,56.11,Bacteroidota,Cyc2,Alternative e donor,0
STW,54.98,Bacteroidota,Cyc2,Alternative e donor,0
SAW,54.61,Bacteroidota,Cyc2,Alternative e donor,0
SAW,97.04,Bacteroidota,Cyc2,Alternative e donor,0
SAW,97.56,Bacteroidota,Cyc2,Alternative e donor,0
SAW,77.7,Bacteroidota,Cyc2,Alternative e donor,0
SAW,84.73,Bacteroidota,Cyc2,Alternative e donor,0
STW,97.58,Bacteroidota,Cyc2,Alternative e donor,0
STW,90.84,Bacteroidota,Cyc2,Alternative e donor,0
Front,93.97,Bacteroidota,Cyc2,Alternative e donor,0
SAW,73.39,Bacteroidota,Cyc2,Alternative e donor,0
SAW,72.54,Cyanobacteria,Cyc2,Alternative e donor,0
STW,51.72,Proteobacteria,Cyc2,Alternative e donor,0
Front,69.12,Proteobacteria,Cyc2,Alternative e donor,0
SAW,71,Proteobacteria,Cyc2,Alternative e donor,0
SAW,88.47,Proteobacteria,Cyc2,Alternative e donor,0
SAW,93.74,Proteobacteria,Cyc2,Alternative e donor,0
SAW,90.56,Proteobacteria,Cyc2,Alternative e donor,0
SAW,87.68,Proteobacteria,Cyc2,Alternative e donor,0
STW,91.13,Proteobacteria,Cyc2,Alternative e donor,0
SAW,58.85,Proteobacteria,Cyc2,Alternative e donor,0
SAW,81.55,Proteobacteria,Cyc2,Alternative e donor,0
STW,93.06,Proteobacteria,Cyc2,Alternative e donor,0
SAW,95.48,Proteobacteria,Cyc2,Alternative e donor,0
SAW,94.55,Proteobacteria,Cyc2,Alternative e donor,0
STW,91.48,Proteobacteria,Cyc2,Alternative e donor,0
STW,73.6,Proteobacteria,Cyc2,Alternative e donor,0
STW,56.03,Proteobacteria,Cyc2,Alternative e donor,0
STW,98.07,Proteobacteria,Cyc2,Alternative e donor,0
STW,75.86,Proteobacteria,Cyc2,Alternative e donor,0
Front,97.41,Proteobacteria,Cyc2,Alternative e donor,0
SAW,91.91,Proteobacteria,Cyc2,Alternative e donor,0
STW,91.54,Proteobacteria,Cyc2,Alternative e donor,0
Front,80.17,Proteobacteria,Cyc2,Alternative e donor,0
SAW,92.78,Proteobacteria,Cyc2,Alternative e donor,0
SAW,92.9,Proteobacteria,Cyc2,Alternative e donor,0
SAW,93.77,Proteobacteria,Cyc2,Alternative e donor,0
SAW,93.58,Proteobacteria,Cyc2,Alternative e donor,0
STW,91.17,Proteobacteria,Cyc2,Alternative e donor,0
SAW,82.99,Proteobacteria,Cyc2,Alternative e donor,0
STW,87.7,Proteobacteria,Cyc2,Alternative e donor,0
STW,61.21,Proteobacteria,Cyc2,Alternative e donor,0
Front,75.34,Proteobacteria,Cyc2,Alternative e donor,0
SAW,64.75,Proteobacteria,Cyc2,Alternative e donor,0
SAW,53.78,Proteobacteria,Cyc2,Alternative e donor,0
SAW,80.84,Proteobacteria,Cyc2,Alternative e donor,0
SAW,71.65,Proteobacteria,Cyc2,Alternative e donor,0
SAW,50.77,Proteobacteria,Cyc2,Alternative e donor,0
STW,53.34,Proteobacteria,Cyc2,Alternative e donor,0
Front,57.05,Proteobacteria,Cyc2,Alternative e donor,0
SAW,58.91,Proteobacteria,Cyc2,Alternative e donor,0
SAW,51.01,Proteobacteria,Cyc2,Alternative e donor,0
SAW,52.95,Proteobacteria,Cyc2,Alternative e donor,0
STW,51.06,Proteobacteria,Cyc2,Alternative e donor,0
Front,67.17,Proteobacteria,Cyc2,Alternative e donor,0
SAW,67.72,Proteobacteria,Cyc2,Alternative e donor,0
SAW,70.54,Proteobacteria,Cyc2,Alternative e donor,0
SAW,89.66,Proteobacteria,Cyc2,Alternative e donor,0
SAW,54.04,Proteobacteria,Cyc2,Alternative e donor,0
SAW,58.28,Proteobacteria,Cyc2,Alternative e donor,0
SAW,85.15,Proteobacteria,Cyc2,Alternative e donor,0
Front,68.19,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,94.26,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,50.07,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,62.92,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,73.2,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,68.53,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,81.09,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,75.69,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,87.18,Actinobacteriota,Cyc2,Alternative e donor,0
Deep,89.81,Actinobacteriota,Cyc2,Alternative e donor,0
Deep,71.94,Actinobacteriota,Cyc2,Alternative e donor,0
Deep,98.72,Actinobacteriota,Cyc2,Alternative e donor,0
Deep,94.79,Actinobacteriota,Cyc2,Alternative e donor,0
SAW,84.86,Bacteroidota,Cyc2,Alternative e donor,0
SAW,100,Bacteroidota,Cyc2,Alternative e donor,0
SAW,51.72,Bacteroidota,Cyc2,Alternative e donor,0
SAW,52.59,Bacteroidota,Cyc2,Alternative e donor,0
Deep,52.31,Chloroflexota,Cyc2,Alternative e donor,0
Deep,65.02,Chloroflexota,Cyc2,Alternative e donor,0
Deep,84.99,Nitrospinota,Cyc2,Alternative e donor,0
SAW,92.29,Proteobacteria,Cyc2,Alternative e donor,0
SAW,69.85,Proteobacteria,Cyc2,Alternative e donor,0
SAW,95.47,Proteobacteria,Cyc2,Alternative e donor,0
SAW,84.88,Proteobacteria,Cyc2,Alternative e donor,0
Deep,73,Proteobacteria,Cyc2,Alternative e donor,0
STW,65.08,Proteobacteria,Cyc2,Alternative e donor,0
SAW,90.19,Proteobacteria,Cyc2,Alternative e donor,0
Deep,62.07,Proteobacteria,Cyc2,Alternative e donor,0
STW,53.01,Proteobacteria,Cyc2,Alternative e donor,0
Deep,93.4,Proteobacteria,Cyc2,Alternative e donor,0
STW,70.22,Proteobacteria,Cyc2,Alternative e donor,0
STW,57.18,Proteobacteria,Cyc2,Alternative e donor,0
SAW,50.45,Proteobacteria,Cyc2,Alternative e donor,0
Deep,71.98,Proteobacteria,Cyc2,Alternative e donor,0
SAW,57.14,Proteobacteria,Cyc2,Alternative e donor,0
Deep,92.44,Proteobacteria,Cyc2,Alternative e donor,0
Deep,69.82,Proteobacteria,Cyc2,Alternative e donor,0
Deep,86.89,Proteobacteria,Cyc2,Alternative e donor,0
Deep,83.74,Proteobacteria,Cyc2,Alternative e donor,0
Deep,57.96,SAR324,Cyc2,Alternative e donor,0
SAW,93.18,Verrucomicrobiota,Cyc2,Alternative e donor,0
Deep,55.9,Verrucomicrobiota,Cyc2,Alternative e donor,0
Deep,85.17,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,68.69,Verrucomicrobiota,Cyc2,Alternative e donor,0
Deep,80.44,Verrucomicrobiota,Cyc2,Alternative e donor,0
NW,55.66,Crenarchaeota,Cyc2,Alternative e donor,0
NW,65.46,Crenarchaeota,Cyc2,Alternative e donor,0
STW,89.32,Crenarchaeota,Cyc2,Alternative e donor,0
Front,91.26,Crenarchaeota,Cyc2,Alternative e donor,0
Deep,69.2,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,83.73,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,72.22,Thermoplasmatota,Cyc2,Alternative e donor,0
Deep,85.04,Actinobacteriota,Cyc2,Alternative e donor,0
NW,89.74,Actinobacteriota,Cyc2,Alternative e donor,0
NW,98.29,Actinobacteriota,Cyc2,Alternative e donor,0
STW,98.29,Actinobacteriota,Cyc2,Alternative e donor,0
Front,96.15,Actinobacteriota,Cyc2,Alternative e donor,0
SAW,58.07,Actinobacteriota,Cyc2,Alternative e donor,0
STW,93.62,Actinobacteriota,Cyc2,Alternative e donor,0
Front,87.18,Actinobacteriota,Cyc2,Alternative e donor,0
STW,81.67,Actinobacteriota,Cyc2,Alternative e donor,0
NW,66.52,Actinobacteriota,Cyc2,Alternative e donor,0
NW,98.38,Bacteroidota,Cyc2,Alternative e donor,0
NW,93.5,Bacteroidota,Cyc2,Alternative e donor,0
STW,92.43,Bacteroidota,Cyc2,Alternative e donor,0
SAW,87.77,Bacteroidota,Cyc2,Alternative e donor,0
SAW,90.75,Bacteroidota,Cyc2,Alternative e donor,0
SAW,74.45,Bacteroidota,Cyc2,Alternative e donor,0
NW,93.45,Bacteroidota,Cyc2,Alternative e donor,0
NW,99.46,Bacteroidota,Cyc2,Alternative e donor,0
STW,94.62,Bacteroidota,Cyc2,Alternative e donor,0
SAW,75.72,Bacteroidota,Cyc2,Alternative e donor,0
SAW,64.66,Bacteroidota,Cyc2,Alternative e donor,0
SAW,70.29,Bacteroidota,Cyc2,Alternative e donor,0
STW,74.16,Bacteroidota,Cyc2,Alternative e donor,0
NW,90.02,Bacteroidota,Cyc2,Alternative e donor,0
NW,78.16,Bacteroidota,Cyc2,Alternative e donor,0
STW,92.2,Bacteroidota,Cyc2,Alternative e donor,0
Front,85.66,Bacteroidota,Cyc2,Alternative e donor,0
SAW,83.98,Bacteroidota,Cyc2,Alternative e donor,0
SAW,77.83,Bacteroidota,Cyc2,Alternative e donor,0
Front,79.31,Bacteroidota,Cyc2,Alternative e donor,0
SAW,66.92,Bacteroidota,Cyc2,Alternative e donor,0
SAW,84.23,Bacteroidota,Cyc2,Alternative e donor,0
SAW,80.17,Bacteroidota,Cyc2,Alternative e donor,0
SAW,67.23,Bacteroidota,Cyc2,Alternative e donor,0
NW,84.94,Bacteroidota,Cyc2,Alternative e donor,0
NW,85.72,Bacteroidota,Cyc2,Alternative e donor,0
STW,83.8,Bacteroidota,Cyc2,Alternative e donor,0
Front,64.11,Bacteroidota,Cyc2,Alternative e donor,0
SAW,88.89,Bacteroidota,Cyc2,Alternative e donor,0
SAW,64.42,Bacteroidota,Cyc2,Alternative e donor,0
SAW,87.08,Bacteroidota,Cyc2,Alternative e donor,0
NW,60.6,Bacteroidota,Cyc2,Alternative e donor,0
NW,52.16,Bacteroidota,Cyc2,Alternative e donor,0
SAW,82.18,Bacteroidota,Cyc2,Alternative e donor,0
NW,83.73,Bacteroidota,Cyc2,Alternative e donor,0
NW,97.41,Bacteroidota,Cyc2,Alternative e donor,0
STW,84.38,Bacteroidota,Cyc2,Alternative e donor,0
SAW,84.93,Bacteroidota,Cyc2,Alternative e donor,0
SAW,56.35,Bacteroidota,Cyc2,Alternative e donor,0
SAW,97.31,Bacteroidota,Cyc2,Alternative e donor,0
Deep,54.31,Chloroflexota,Cyc2,Alternative e donor,0
Deep,84.49,Chloroflexota,Cyc2,Alternative e donor,0
SAW,69.2,Cyanobacteria,Cyc2,Alternative e donor,0
SAW,74.05,Cyanobacteria,Cyc2,Alternative e donor,0
SAW,83.61,Cyanobacteria,Cyc2,Alternative e donor,0
SAW,85.05,Cyanobacteria,Cyc2,Alternative e donor,0
SAW,90.9,Cyanobacteria,Cyc2,Alternative e donor,0
SAW,76.4,Dadabacteria,Cyc2,Alternative e donor,0
SAW,70.69,Fibrobacterota,Cyc2,Alternative e donor,0
SAW,57.76,Myxococcota,Cyc2,Alternative e donor,0
Deep,80.99,Nitrospinota,Cyc2,Alternative e donor,0
SAW,61.58,Planctomycetota,Cyc2,Alternative e donor,0
NW,92.87,Planctomycetota,Cyc2,Alternative e donor,0
NW,94.18,Planctomycetota,Cyc2,Alternative e donor,0
STW,90.52,Planctomycetota,Cyc2,Alternative e donor,0
NW,89.82,Proteobacteria,Cyc2,Alternative e donor,0
NW,91.68,Proteobacteria,Cyc2,Alternative e donor,0
STW,92.47,Proteobacteria,Cyc2,Alternative e donor,0
NW,50,Proteobacteria,Cyc2,Alternative e donor,0
SAW,89.78,Proteobacteria,Cyc2,Alternative e donor,0
Front,58.6,Proteobacteria,Cyc2,Alternative e donor,0
SAW,66.61,Proteobacteria,Cyc2,Alternative e donor,0
SAW,57.74,Proteobacteria,Cyc2,Alternative e donor,0
SAW,60.24,Proteobacteria,Cyc2,Alternative e donor,0
SAW,78.55,Proteobacteria,Cyc2,Alternative e donor,0
NW,64.83,Proteobacteria,Cyc2,Alternative e donor,0
NW,67.68,Proteobacteria,Cyc2,Alternative e donor,0
SAW,50.69,Proteobacteria,Cyc2,Alternative e donor,0
SAW,74.88,Proteobacteria,Cyc2,Alternative e donor,0
NW,86.98,Proteobacteria,Cyc2,Alternative e donor,0
NW,91.46,Proteobacteria,Cyc2,Alternative e donor,0
NW,88.07,Proteobacteria,Cyc2,Alternative e donor,0
STW,90.63,Proteobacteria,Cyc2,Alternative e donor,0
Front,83.63,Proteobacteria,Cyc2,Alternative e donor,0
SAW,89.33,Proteobacteria,Cyc2,Alternative e donor,0
SAW,60.74,Proteobacteria,Cyc2,Alternative e donor,0
SAW,70.34,Proteobacteria,Cyc2,Alternative e donor,0
Front,91.38,Proteobacteria,Cyc2,Alternative e donor,0
SAW,93.71,Proteobacteria,Cyc2,Alternative e donor,0
SAW,93.76,Proteobacteria,Cyc2,Alternative e donor,0
NW,50.34,Proteobacteria,Cyc2,Alternative e donor,0
NW,52.76,Proteobacteria,Cyc2,Alternative e donor,0
SAW,60.34,Proteobacteria,Cyc2,Alternative e donor,0
SAW,51.72,Proteobacteria,Cyc2,Alternative e donor,0
SAW,79.19,Proteobacteria,Cyc2,Alternative e donor,0
SAW,80.38,Proteobacteria,Cyc2,Alternative e donor,0
NW,97.73,Proteobacteria,Cyc2,Alternative e donor,0
NW,97.12,Proteobacteria,Cyc2,Alternative e donor,0
STW,97.73,Proteobacteria,Cyc2,Alternative e donor,0
Front,69.12,Proteobacteria,Cyc2,Alternative e donor,0
NW,80.53,Proteobacteria,Cyc2,Alternative e donor,0
NW,90.92,Proteobacteria,Cyc2,Alternative e donor,0
STW,80.68,Proteobacteria,Cyc2,Alternative e donor,0
SAW,54.62,Proteobacteria,Cyc2,Alternative e donor,0
SAW,66.67,Proteobacteria,Cyc2,Alternative e donor,0
SAW,87.93,Proteobacteria,Cyc2,Alternative e donor,0
SAW,85.61,Proteobacteria,Cyc2,Alternative e donor,0
SAW,85.7,Proteobacteria,Cyc2,Alternative e donor,0
Front,68.21,Proteobacteria,Cyc2,Alternative e donor,0
SAW,63.74,Proteobacteria,Cyc2,Alternative e donor,0
SAW,57.18,Proteobacteria,Cyc2,Alternative e donor,0
SAW,62.59,Proteobacteria,Cyc2,Alternative e donor,0
NW,66.03,Proteobacteria,Cyc2,Alternative e donor,0
NW,59.25,Proteobacteria,Cyc2,Alternative e donor,0
NW,90.22,Proteobacteria,Cyc2,Alternative e donor,0
NW,89.89,Proteobacteria,Cyc2,Alternative e donor,0
STW,90.02,Proteobacteria,Cyc2,Alternative e donor,0
SAW,83.87,Proteobacteria,Cyc2,Alternative e donor,0
SAW,82.06,Proteobacteria,Cyc2,Alternative e donor,0
SAW,90.55,Proteobacteria,Cyc2,Alternative e donor,0
NW,51.74,Proteobacteria,Cyc2,Alternative e donor,0
SAW,66.56,Proteobacteria,Cyc2,Alternative e donor,0
NW,62.07,Proteobacteria,Cyc2,Alternative e donor,0
NW,97.93,Proteobacteria,Cyc2,Alternative e donor,0
STW,87.7,Proteobacteria,Cyc2,Alternative e donor,0
NW,80.68,Proteobacteria,Cyc2,Alternative e donor,0
NW,83.79,Proteobacteria,Cyc2,Alternative e donor,0
STW,71.23,Proteobacteria,Cyc2,Alternative e donor,0
SAW,76.89,Proteobacteria,Cyc2,Alternative e donor,0
SAW,50.45,Proteobacteria,Cyc2,Alternative e donor,0
STW,56.03,Proteobacteria,Cyc2,Alternative e donor,0
NW,70.82,Proteobacteria,Cyc2,Alternative e donor,0
STW,69.86,Proteobacteria,Cyc2,Alternative e donor,0
NW,51.72,Proteobacteria,Cyc2,Alternative e donor,0
NW,51.72,Proteobacteria,Cyc2,Alternative e donor,0
STW,65.52,Proteobacteria,Cyc2,Alternative e donor,0
Front,60.34,Proteobacteria,Cyc2,Alternative e donor,0
NW,83.44,Proteobacteria,Cyc2,Alternative e donor,0
STW,60.19,Proteobacteria,Cyc2,Alternative e donor,0
SAW,89.84,Proteobacteria,Cyc2,Alternative e donor,0
SAW,88.55,Proteobacteria,Cyc2,Alternative e donor,0
SAW,88.4,Proteobacteria,Cyc2,Alternative e donor,0
NW,88.89,Proteobacteria,Cyc2,Alternative e donor,0
NW,91.85,Proteobacteria,Cyc2,Alternative e donor,0
STW,91.11,Proteobacteria,Cyc2,Alternative e donor,0
SAW,78.05,Proteobacteria,Cyc2,Alternative e donor,0
SAW,77.18,Proteobacteria,Cyc2,Alternative e donor,0
Deep,54.91,Proteobacteria,Cyc2,Alternative e donor,0
SAW,88.31,Proteobacteria,Cyc2,Alternative e donor,0
SAW,82.64,Proteobacteria,Cyc2,Alternative e donor,0
NW,89.55,Proteobacteria,Cyc2,Alternative e donor,0
SAW,70.96,Proteobacteria,Cyc2,Alternative e donor,0
Deep,55.17,Proteobacteria,Cyc2,Alternative e donor,0
Front,87.28,Proteobacteria,Cyc2,Alternative e donor,0
SAW,77.95,Proteobacteria,Cyc2,Alternative e donor,0
SAW,88.79,Proteobacteria,Cyc2,Alternative e donor,0
SAW,94.14,Proteobacteria,Cyc2,Alternative e donor,0
SAW,92.59,Proteobacteria,Cyc2,Alternative e donor,0
SAW,60.34,Proteobacteria,Cyc2,Alternative e donor,0
SAW,65.52,Proteobacteria,Cyc2,Alternative e donor,0
SAW,52.27,Proteobacteria,Cyc2,Alternative e donor,0
SAW,62.07,Proteobacteria,Cyc2,Alternative e donor,0
SAW,61.91,Proteobacteria,Cyc2,Alternative e donor,0
Deep,90.43,Proteobacteria,Cyc2,Alternative e donor,0
SAW,91.04,Proteobacteria,Cyc2,Alternative e donor,0
Front,66.38,Proteobacteria,Cyc2,Alternative e donor,0
SAW,61.2,Proteobacteria,Cyc2,Alternative e donor,0
SAW,68.2,Proteobacteria,Cyc2,Alternative e donor,0
STW,58.33,Proteobacteria,Cyc2,Alternative e donor,0
SAW,60.5,Proteobacteria,Cyc2,Alternative e donor,0
SAW,53.16,Proteobacteria,Cyc2,Alternative e donor,0
SAW,52.43,Proteobacteria,Cyc2,Alternative e donor,0
Front,57.76,Proteobacteria,Cyc2,Alternative e donor,0
STW,77.59,Proteobacteria,Cyc2,Alternative e donor,0
SAW,58.03,Proteobacteria,Cyc2,Alternative e donor,0
Deep,71.95,Proteobacteria,Cyc2,Alternative e donor,0
NW,51.19,Proteobacteria,Cyc2,Alternative e donor,0
Front,67.81,Proteobacteria,Cyc2,Alternative e donor,0
SAW,64.45,Proteobacteria,Cyc2,Alternative e donor,0
SAW,53.05,Proteobacteria,Cyc2,Alternative e donor,0
NW,71.07,Proteobacteria,Cyc2,Alternative e donor,0
Front,57.82,Proteobacteria,Cyc2,Alternative e donor,0
SAW,82.67,Proteobacteria,Cyc2,Alternative e donor,0
Deep,93.77,Proteobacteria,Cyc2,Alternative e donor,0
Deep,62.5,Proteobacteria,Cyc2,Alternative e donor,0
Deep,92.9,Proteobacteria,Cyc2,Alternative e donor,0
NW,60.92,Proteobacteria,Cyc2,Alternative e donor,0
NW,69.83,Proteobacteria,Cyc2,Alternative e donor,0
STW,53.45,Proteobacteria,Cyc2,Alternative e donor,0
Front,67.24,Proteobacteria,Cyc2,Alternative e donor,0
SAW,60.59,Proteobacteria,Cyc2,Alternative e donor,0
SAW,80.9,Proteobacteria,Cyc2,Alternative e donor,0
Deep,55.18,SAR324,Cyc2,Alternative e donor,0
Deep,82.45,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,50,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,54.31,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,92.76,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,98.65,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,97.97,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,94.26,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,65.68,Verrucomicrobiota,Cyc2,Alternative e donor,0
Front,63.7,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,94.37,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,88.85,Verrucomicrobiota,Cyc2,Alternative e donor,0
Deep,69.66,Verrucomicrobiota,Cyc2,Alternative e donor,0
Deep,84.78,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,67.3,Verrucomicrobiota,Cyc2,Alternative e donor,0
SAW,92.19,Verrucomicrobiota,Cyc2,Alternative e donor,0
